movieID	movieTitle	genres	rating
465	The Banger Sisters (2002)	Comedy, Drama	5.6
466	The Last Supper (1996)	Drama	7.2
467	Oasiseu (2002)	Drama, Romance	8
468	Home and Away (2002)	Comedy, Drama	6.8
469	Sous les bombes (2008)	Drama, Romance, War	7.1
470	Sherdil (1999)	Family	3.9
471	Beur sur la ville (2011)	Comedy, Crime	4.7
472	Broker (2010)	Crime	NO DATA
473	El rey de la montaña (2008)	Thriller	6.2
474	Unnaturally Born Killers (1996)	Horror	2.1
475	Zei gong zi (2000)	Action	5
476	Wszystko bedzie dobrze (2007)	Drama	7.2
477	Nubes de verano (2004)	Comedy, Drama	6.9
478	Organize Isler (2005)	Comedy, Drama	7.4
479	Colors of Women (2011)	Drama, Short	8
480	The Last Word (2008)	Comedy, Drama	5.7
481	Ggotpineun bomi omyeon (2004)	Drama	7.1
482	The Wizard of Gore (2007)	Horror	5.5
483	Üvegtigris 3. (2010)	Comedy	6.5
484	Jin chou fu lu shou (2011)	Comedy	5.2
485	Ishq (1997)	Action, Comedy, Drama	6.9
486	World's Toughest Driving Tests (2010)	Documentary	7.6
487	Jackhammer (2014)	Horror	3.3
488	Sau jok ying wa (2006)	News	NO DATA
489	Aimer, boire et chanter (2014)	NO DATA	NO DATA
490	The Trial (2010)	Drama, Thriller	6
491	The Badger Game (2014)	Comedy, Family	8
492	Le nèg' (2004)	Drama	7.2
493	Stay (2013)	Drama, Mystery, Thriller	6.9
494	Paul Is Dead (2000)	Drama	7.3
495	El Sicario, Room 164 (2011)	NO DATA	NO DATA
496	Onibi (1997)	NO DATA	8.4
497	Bi-mong (2008)	Drama, Fantasy, Mystery	6.6
498	Irene Huss - Tystnadens cirkel (2013)	NO DATA	NO DATA
499	Lan Gun Fu Dou Lan Gun Qi (2013)	Comedy	5.2
500	Appunti su una giornata particolare (2004)	Documentary	NO DATA
501	Episode 5 (2015)	Comedy, Drama, Romance	NO DATA
502	The Other Side (2006)	NO DATA	NO DATA
503	Pusher (2010)	Crime, Thriller	7.4
504	Bill Bailey Live (1997)	NO DATA	NO DATA
505	An American in Canada (2002)	Comedy	2.9
506	Qualmpeddler (2013)	NO DATA	NO DATA
507	Hunting the Stag (2014)	Crime, Drama, Mystery	7.9
508	Chik juk ging wan (1996)	Crime, Horror, Thriller	6
509	Gravity (2013)	Comedy, Short	8.1
510	The Proposal (2009)	Crime, Drama	NO DATA
511	Source Code (2011)	Mystery, Romance, Sci-Fi	7.5
512	2009 Loseuteu maemorijeu (2002)	Action, Drama, Sci-Fi	6.2
513	Corpse Bride (2005)	Animation, Drama, Family	7.4
514	Ethan Mao (2004)	Crime, Drama, Thriller	6.3
515	Ahiru to kamo no koinrokkâ (2007)	Drama	7.2
516	Buppha Rahtree (2003)	Comedy, Drama, Horror	7
517	Dodookmatgo motsala (2002)	Comedy	6.2
518	Fred Claus (2007)	Comedy, Family, Fantasy	5.6
519	Open Grave (2014)	Horror, Mystery, Thriller	6.3
520	American Heist (2015)	Action, Crime, Drama	5.2
521	Une vie de chat (2010)	Adventure, Animation, Comedy	7
522	Husk (2011)	Short	6.5
523	Devrim Arabalari (2008)	Drama	8
524	Uzumaki (2000)	Drama, Horror	6.2
525	La misma luna (2008)	Adventure, Drama	7.4
526	Feed (2006)	Documentary	5.8
527	Cat Run (2011)	Action, Comedy	5.6
528	Moving McAllister (2007)	Adventure, Comedy, Romance	5.3
529	Standard Operating Procedure (2008)	Crime, Documentary, War	7.5
530	Independence Day (1996)	Drama	6.4
531	Escaflowne (2000)	Action, Adventure, Animation	6.8
532	Daai zek lou (2003)	Action, Drama, Thriller	6.7
533	El mismo amor, la misma lluvia (1999)	NO DATA	NO DATA
534	Dong jing gong lüe (2000)	Action, Comedy, Drama	5.9
535	Cross (2011)	Action, Crime, Thriller	4.5
536	I Know That Voice (2013)	Documentary	7.5
537	Da Shang Hai (2012)	Action, Adventure, Crime	6.6
538	Copacabana (2010)	Comedy, Musical	6.2
539	Pressed (2011)	Action, Crime, Drama	4.7
540	A-i-deul... (2011)	Crime, Thriller	7.2
541	Las 13 rosas (2007)	Drama	6.8
542	Taxi para tres (2001)	Crime, Drama, Thriller	7
543	The Legend of Bloody Mary (2008)	Horror, Thriller	2.9
544	Running Man (2010)	Drama	NO DATA
545	Sangre eterna (2007)	Action, Horror, Thriller	4.4
546	Baramgwa hamjje sarajida (2012)	Action, Comedy, History	6.3
547	Big Top Scooby-Doo! (2012)	Adventure, Animation, Comedy	7
548	Dirty Laundry (2006)	Comedy, Thriller	4.3
549	Ho ching 2 (2014)	Comedy	4.8
550	Köld slóð (2006)	Drama, Mystery, Thriller	6.2
551	Shi cheng (2014)	Action, Horror	4
552	Conspiracy of Silence (2006)	Crime, Drama, Mystery	8
553	Stealing Las Vegas (2012)	Crime, Documentary	6.8
554	Garoojigi (2008)	Comedy, Fantasy	5.3
555	6 nyeon-jjae yeonae-jung (2008)	Romance	5.9
556	Nydenion (2011)	Sci-Fi	4.1
557	Chavez Cage of Glory (2013)	NO DATA	NO DATA
558	Sin tetas no hay paraíso (2010)	Drama	7.6
559	RPG Metanoia (2010)	Adventure, Animation, Drama	6
560	Unsolved Suburbia (2010)	Crime, Drama	3.3
561	Long Distance (2003)	Drama, Short	7.3
562	If I Had a Hammer (1999)	NO DATA	7.3
563	Third Eye (2014)	Documentary	NO DATA
564	Mo 6/5 pak ma tha phi 3 (2015)	Horror	4.9
565	Al Pereira vs. the Alligator Ladies (2012)	Comedy	4.2
566	Boku to Star no 99 nichi (2011)	Drama	7.2
567	Ooops! Noah is Gone... (2015)	Adventure, Animation, Comedy	5.8
568	"The Exes" Knotting Phil (2015)	NO DATA	NO DATA
569	Pixies (2015)	Documentary, Music	8
570	Episode 4 (2015)	Comedy, Drama, Romance	NO DATA
571	The Invisible (2007)	Crime, Drama, Fantasy	6.3
572	Disaster Movie (2008)	Comedy	1.9
573	Jigoku de naze warui (2013)	Action, Comedy	7.2
574	The Ambassador (2011)	Action, Drama, Thriller	5.2
575	The Blind Side (2009)	Biography, Drama, Sport	7.7
576	Hard Cash (2002)	Action, Drama, Short	NO DATA
577	The No. 1 Ladies' Detective Agency (2008)	Comedy, Crime, Drama	7.9
578	Gyakuten saiban (2012)	Comedy, Crime, Drama	6.6
579	Boo-dang-geo-rae (2010)	Action, Crime, Thriller	6.7
580	La maladie de Sachs (1999)	Drama	7.3
581	Shin-gi-jeon (2008)	Drama	6.2
582	Killer Holiday (2013)	Horror, Thriller	3.1
583	Good Night Good Morning (2012)	Drama, Romance	6.7
584	Los ilusionautas (2012)	Animation, Family, Fantasy	2.8
585	Experiment in Torture (2007)	Horror	2.3
586	Santa Claws (2014)	Horror	2.6
587	Matthew 18 (2014)	Thriller	3.6
588	Nel mio amore (2004)	Drama	5.9
589	Kamisama no karute 2 (2014)	Drama	6.8
590	Lost Girl (2013)	Short	8.3
591	Grave Encounters 2 (2013)	Horror	5.1
592	Boiler Room (2000)	NO DATA	3.4
593	One Piece Film Z (2012)	Action, Adventure, Animation	8
594	Girls Gone Dead (2012)	Crime, Drama, Mystery	7.2
595	Haunted (2014)	Horror	3.7
596	Aurora (2011)	Short	6
597	Dark Resurrection (2007)	Sci-Fi	5.6
598	Tin dei hung sam (1997)	Action, Comedy, Fantasy	4.7
599	Fearmakers (2008)	Horror	2.4
600	Shibatora (2008)	Drama	6.7
601	Turneja (2008)	Action, Adventure, Comedy	7.3
602	Bad Turn Worse (2014)	Crime, Drama, Thriller	5.5
603	Kruimeltje (1999)	Drama, Family	6.1
604	Hydra (2009)	Drama, Short	7.8
605	Ailiseu (2009)	Action, Mystery, Romance	8.1
606	Hai kikku gâru! (2009)	Action	4.9
607	Naar de klote! (1996)	Drama, Romance	5.5
608	Någon annanstans i Sverige (2011)	Comedy, Drama	4.9
609	La sangre y la lluvia (2010)	Drama	6.7
610	Jóhannes (2009)	Comedy	6
611	The Last Days of Disco (1998)	Comedy, Drama, Music	6.6
612	Knerten i knipe (2011)	Family	5.7
613	My Lady Boss (2013)	Comedy, Romance	6.4
614	11-11-11 (2011)	Horror, Mystery, Thriller	4
615	Lirkod (2006)	Action, Crime, Drama	5
616	"Beauty and the Beast" Patient X (2015)	NO DATA	NO DATA
617	Kakushi ken oni no tsume (2004)	Action, Drama, History	7.8
618	96 Minutes (2011)	Drama, Thriller	5.7
619	Sweet and Lowdown (2000)	Comedy, Drama, Music	7.3
620	The Demented (2013)	Horror	3.8
621	Inuyasha - Tenka hadou no ken (2003)	Action, Adventure, Animation	7.9
622	Murder-Set-Pieces (2008)	Horror	3.8
623	The Black Water Vampire (2014)	Horror, Mystery, Thriller	4.2
624	Severed Footage (2013)	Horror, Mystery, Thriller	4.8
625	Michael Saints (2010)	Comedy, Drama, Short	6.3
626	The Brothers Solomon (2007)	Comedy	5.3
627	Madhouse (2004)	Crime, Horror, Mystery	6.3
628	The Battle of Shaker Heights (2003)	Comedy, Drama, Romance	6.1
629	The Incredibly True Adventure of Two Girls in Love (1995)	Comedy, Drama, Romance	6.5
630	Scooby-Doo! Camp Scare (2010)	Adventure, Animation, Comedy	7.3
631	Crazy Bitches (2014)	Comedy, Horror	3.8
632	Living Proof (2008)	Comedy	7
633	The Good Witch's Charm (2012)	Drama, Family, Fantasy	7.1
634	American Pie Presents Beta House (2007)	Comedy	4.2
635	"Tyrant" Zanjir (2015)	NO DATA	NO DATA
636	The DUFF (2015)	Comedy, Romance	6.5
637	See No Evil 2 (2014)	Horror	4.8
638	Hooligans (2005)	NO DATA	6.2
639	Nina's Heavenly Delights (2006)	Comedy	6.4
640	Eternal Sunshine of the Spotless Mind (2004)	Drama, Romance, Sci-Fi	8.3
641	Silver Linings Playbook (2012)	Comedy, Drama, Romance	7.8
642	Little Miss Sunshine (2006)	Comedy, Drama	7.8
643	Sex Tape (2014)	Comedy, Romance	5.1
644	Shrek Forever After (2010)	Adventure, Animation, Comedy	6.3
645	Wreck-It Ralph (2012)	Adventure, Animation, Comedy	7.7
646	Män som hatar kvinnor (2009)	Drama, Mystery, Thriller	7.8
647	The Kings of Summer (2013)	Adventure, Comedy, Drama	7.2
648	Live Free or Die Hard (2007)	Action, Adventure, Thriller	7.2
649	Zombieland (2009)	Adventure, Comedy, Horror	7.7
650	Stepmom (1998)	Comedy, Drama	6.7
651	The Expendables 3 (2014)	Action, Adventure, Thriller	6.1
652	Horton Hears a Who! (2008)	Animation, Family, Short	7.5
653	Rio (2011)	Crime, Drama	6.6
654	Freaky Friday (2003)	Comedy, Family, Fantasy	6.3
655	Zoom (2006)	Family	7.8
656	Happy, Texas (1999)	NO DATA	NO DATA
657	Scream 2 (1997)	Horror, Mystery	6.1
658	For Richer or Poorer (1997)	Comedy	5.7
659	RED 2 (2013)	Action, Comedy, Crime	6.7
660	The House Bunny (2008)	Comedy, Romance	5.5
661	Exam (2010)	Short	7.8
662	The Trotsky (2009)	Comedy, Drama	6.8
663	Love Comes Softly (2003)	Drama, Family, Romance	7.5
664	Chain of Fools (2000)	Comedy, Crime	6.1
665	A Dog's Breakfast (2007)	Comedy	7
666	The Brave One (2007)	Drama, Family	6.8
667	The Magical Legend of the Leprechauns (1999)	Adventure, Comedy, Family	7.1
668	uwantme2killhim? (2015)	Drama, Thriller	6.3
669	Soof (2013)	Comedy, Romance	6.6
670	Ladrón que roba a ladrón (2007)	Comedy, Musical, Western	NO DATA
671	Susan's Plan (1999)	Comedy, Crime, Thriller	5.3
672	HairBrained (2013)	Comedy	5.4
673	Chariot (2013)	Drama, Thriller	5.1
674	Think Like a Man Too (2014)	Comedy, Romance	5.8
675	Dragonquest (2009)	Action, Adventure, Fantasy	3.1
676	Small Town Saturday Night (2010)	Drama	5.4
677	What Happens in Vegas (2008)	Comedy, Short	7
678	Separation City (2009)	Comedy, Drama, Romance	5.8
679	Tin shui wai dik yat yu ye (2008)	Drama	7.5
680	Patch Adams (1998)	Biography, Comedy, Drama	6.7
681	Violet Tendencies (2010)	Comedy, Drama, Romance	6.2
682	The Brass Teapot (2013)	Short, Thriller	7.8
683	Four Rooms (1995)	Comedy	6.8
684	Passing Glory (1999)	Drama, Sport	6.5
685	Sky Force 3D (2012)	Animation	3.3
686	Santa Hunters (2014)	Comedy, Family	5
687	Flickan som lekte med elden (2009)	Crime, Drama, Mystery	7.2
688	Du soleil pour les gueux (2001)	Drama	7.1
689	XIX Winter Olympics Opening Ceremony (2002)	Sport	6.7
690	Rocky Balboa (2006)	Drama, Sport	7.2
691	Lessons in Love (2013)	Comedy, Romance	NO DATA
692	"Dark Matter" Episode #1.3 (2015)	NO DATA	NO DATA
693	Fright Night 2 (2013)	Horror, Thriller	4.3
694	Chimpanzee (2012)	Documentary	7.2
695	Elvis and Anabelle (2008)	Drama, Romance	7.3
696	Max Manus (2008)	Action, Biography, Drama	7.3
697	Jersey Girl (2004)	Comedy, Drama, Romance	6.1
698	No se aceptan devoluciones (2013)	Comedy, Drama	7.6
699	Elvis (2005)	Biography, Drama, Music	7.1
700	Foster (2012)	Drama, Short	7.5
701	The Whole Ten Yards (2004)	Comedy, Crime, Thriller	5.5
702	The Majestic (2001)	Drama, Romance	6.9
703	Rampage (2010)	Adventure, Romance	5.7
704	Brother to Brother (2004)	Drama	7
705	Removal (2010)	History	8.4
706	Welcome to Collinwood (2002)	Comedy, Crime	6.4
707	All of My Heart (2015)	Comedy, Family, Romance	6.9
708	Life of Crime (2014)	Comedy, Family	7.9
709	1732 Høtten (1998)	Thriller	6
710	Nasty Old People (2009)	Drama	6.8
711	Fei chang xing yun (2013)	Action, Adventure, Comedy	5.1
712	Australia (2008)	Drama	6.2
713	Hoovey (2015)	Drama	5.6
714	Clay Pigeons (1998)	Comedy, Crime	6.6
715	Broken Roads (2012)	Drama	4.5
716	Shrek the Halls (2007)	Adventure, Animation, Comedy	6.5
717	Lovely Molly (2012)	Drama, Horror	5.3
718	Return to House on Haunted Hill (2007)	Horror	4.6
719	A Thousand Words (2012)	Comedy, Drama, Short	3.5
720	"Masters of Sex" Episode #3.7 (2015)	NO DATA	NO DATA
721	"Masters of Sex" Two Scents (2015)	NO DATA	NO DATA
722	Eliza Graves (2014)	Drama, Horror, Mystery	6.8
723	Frequently Asked Questions About Time Travel (2009)	Comedy, Sci-Fi	7.1
724	Double Take (2001)	Drama	5
725	Multiplicity (1996)	Comedy, Romance, Sci-Fi	6
726	Good Vibrations (2013)	Adult	NO DATA
727	Still Mine (2013)	Drama	7.4
728	Tower of Terror (1997)	Thriller	5.9
729	Go Figure (2005)	Comedy, Drama, Family	5.9
730	The Rocket (2013)	NO DATA	NO DATA
731	Half Baked (1998)	Comedy, Crime	6.7
732	Women in Trouble (2011)	Adult, Comedy, Thriller	6.4
733	Lost Junction (2003)	Drama, Romance, Thriller	5.6
734	Gaz Bar Blues (2005)	Comedy, Drama	7.4
735	Barbie in the Pink Shoes (2013)	Animation, Family	5.6
736	Slackers (2002)	Comedy, Romance	5.3
737	Jailbait (2000)	Action, Crime, Drama	2.9
738	Kurt blir grusom (2009)	Animation, Comedy, Family	6.3
739	Shut Up and Sing (2009)	Comedy, Drama, Music	5.8
740	Nina Frisk (2007)	Comedy	5
741	Fatwa (2006)	Drama, Thriller	4.1
742	Mer eller mindre mann (2012)	Comedy, Drama	5.9
743	Svalan, katten, rosen, döden (2006)	NO DATA	NO DATA
744	The Hit List (2011)	Action, Thriller	6.1
745	Labou (2009)	Family	4.9
746	Mother and Child (2010)	Mystery	NO DATA
747	Brasília 18% (2006)	Drama	5.1
748	Xin tiang sheng yi dui (2012)	NO DATA	NO DATA
749	Manuela y Manuel (2007)	Comedy, Drama	6.3
750	Sharknado (2013)	Action, Adventure, Comedy	3.3
751	Daehanminguk heonbeob je 1jo (2003)	Comedy, Drama	5.7
752	Coffee House (2010)	NO DATA	NO DATA
753	The Pretender (2005)	Comedy, Western	NO DATA
754	"Mistresses" Guilt by Association (2015)	NO DATA	NO DATA
755	Secret Asian Man (2015)	Short	NO DATA
756	Das ewige Leben (2015)	Comedy, Crime, Thriller	7.2
757	New Kids Nitro (2011)	Action, Comedy	6
758	The Trigger Effect (1996)	Drama, Thriller	5.7
759	Mrs. Brown's Boys D'Movie (2014)	Comedy	4.3
760	Soul Surfer (2011)	Biography, Drama, Family	7.1
761	Pelísky (1999)	Comedy, Drama	8.4
762	The Ringer (2005)	Crime, Drama	NO DATA
763	Zone of the Dead (2010)	Action, Horror	4
764	Sommaren med Göran (2009)	Comedy	5.3
765	Nightmare Man (2006)	Thriller	5.2
766	Dead Air (2009)	Thriller	5.2
767	Not Easily Broken (2009)	Drama, Romance	6.1
768	Aanmodderfakker (2014)	Comedy, Romance	6.8
769	Bigger Stronger Faster* (2008)	Documentary, Sport	7.6
770	Two Weeks (2006)	Comedy, Drama, Romance	NO DATA
771	Christmas in Wonderland (2007)	Comedy, Crime, Family	4.9
772	Den som dræber (2011)	Action, Crime, Thriller	7.2
773	Bra Boys (2007)	Documentary, Sport	6.2
774	Systemfehler - Wenn Inge tanzt (2013)	Comedy, Music	6.3
775	Valentino (2013)	Biography, Drama, Romance	5.8
776	Bitch Slap (2009)	Action, Comedy, Crime	4.5
777	A Dog of Flanders (1999)	Drama	6.6
778	Special When Lit (2009)	Documentary	6.9
779	Machined Reborn (2009)	Horror	3.6
780	Hoi sam mo fa (2011)	Action, Comedy, Fantasy	4.8
781	Aftermath (2013)	Drama	NO DATA
782	Back to the Jurassic (2015)	Animation	5
783	Swchwrm (2012)	Family	6.2
784	Altitude (2010)	Documentary	6.7
785	Double Dragon (1996)	Action, Adventure, Comedy	3.7
786	The Mourning (2015)	Reality-TV	NO DATA
787	Les amants criminels (1999)	Crime, Drama, Thriller	6.6
788	Ashes to Ashes (2008)	Crime, Drama, Mystery	7.6
789	Waterloo Road (2006)	Drama, Romance, War	6.7
790	Merry Madagascar (2009)	Adventure, Animation, Comedy	6.8
791	Bangkok Dangerous (2000)	Action, Crime, Romance	6.6
792	Pretty Persuasion (2006)	Comedy, Drama	6.6
793	Boh lei chun (1999)	Action, Comedy, Romance	6.1
794	Rembrandt (2003)	Biography, Drama	7.2
795	The Gabby Douglas Story (2014)	Biography, Drama, Sport	7.1
796	A Royal Christmas (2014)	Comedy, Family, Romance	6.6
797	Jurassic City (2015)	NO DATA	NO DATA
798	Barney's Version (2011)	Comedy, Drama	7.3
799	Ashes (2014)	Drama, Short	NO DATA
800	The Note (2007)	Drama, Romance	7.1
801	Under the Mountain (2009)	Family, Sci-Fi, Thriller	8.4
802	Inside Out (2011)	Comedy, Crime, Thriller	5.9
803	The Story of Us (1999)	Comedy, Drama, Romance	5.9
804	The Little Rascals Save the Day (2014)	Comedy, Family	5.2
805	Born to Love You (2012)	Comedy, Horror, Western	NO DATA
806	Costa Rican Summer (2010)	Comedy	2.7
807	On Strike for Christmas (2010)	Comedy, Drama	5.3
808	The Boy in the Dress (2014)	Comedy, Drama, Family	6.5
809	Oxygen (1999)	Crime, Drama, Thriller	6.1
810	Burning Man (2011)	Short	8
811	The Baker (2008)	Comedy	NO DATA
812	Feng sheng (2009)	Crime, Drama, Thriller	7.4
813	Cracked (2008)	Adult	NO DATA
814	Episode Five (2015)	Adventure	NO DATA
815	Da lui toi (2010)	Action, Sci-Fi	5.1
816	A Day Late and a Dollar Short (2014)	Drama	7.1
817	Chalk (2007)	NO DATA	7.3
818	Mong bat liu (2003)	Drama	7.3
819	Mr. Troop Mom (2009)	Comedy, Family	4.5
820	Aram (2002)	Short	6.8
821	"Switched at Birth" To Repel Ghosts (2015)	NO DATA	NO DATA
822	Onset (2015)	Crime, Drama, Thriller	8.4
823	The Gambler (2014)	Drama	NO DATA
824	Adult World (2014)	Comedy, Drama	6.2
825	Lying to Be Perfect (2010)	Comedy, Drama, Romance	6
826	So You Said Yes (2015)	Comedy, Drama	6.3
827	Scooby-Doo! Mecha Mutt Menace (2013)	Animation, Family, Mystery	6.7
828	Perfect Stranger (2007)	Adult	NO DATA
829	The Grim Sleeper (2014)	Biography, Drama, Thriller	5.3
830	The Dark Knight (2008)	Action, Crime, Thriller	9
831	The Expendables (2010)	NO DATA	8.3
832	Con Air (1997)	Action, Crime, Thriller	6.8
833	Your Highness (2011)	Adventure, Comedy, Fantasy	5.5
834	Batman & Robin (1997)	Action, Sci-Fi	3.7
835	Shrek 2 (2004)	Adventure, Animation, Comedy	7.2
836	Furious 6 (2013)	Action, Crime, Thriller	7.1
837	Bridge to Terabithia (2007)	Drama, Family, Fantasy	6.1
838	Appurushîdo (2004)	Action, Animation, Crime	6.4
839	Half Past Dead (2002)	Action, Crime, Thriller	4.6
840	Replicant (2001)	Action, Sci-Fi, Thriller	5.4
841	Sniper 2 (2008)	Action, War	5.2
842	Shadow Conspiracy (1997)	Action, Thriller	4.9
843	In Enemy Hands (2005)	Action, Drama, Thriller	6
844	Mercenary for Justice (2006)	Action, Drama, Thriller	4.2
845	Apocalypse Pompeii (2014)	Action, Adventure	2.4
846	A Better Way to Die (2001)	Action, Comedy, Crime	5.7
847	Kôrei (2001)	Drama, Horror, Thriller	6.7
848	Cleopatra 2525 (2000)	Action, Fantasy, Sci-Fi	6
849	Last Stand at Saber River (1997)	Action, Drama, Western	7
850	Astrópía (2007)	Comedy, Fantasy	6.5
851	G-Force (2009)	Action, Adventure, Animation	5.1
852	Legends of the Fall (1995)	Drama, Romance, War	7.5
853	Two Men Went to War (2002)	Comedy, Drama, War	6.7
854	Rupan sansei (2014)	Action, Adventure, Animation	7
855	Angel of the Skies (2013)	War	4
856	Weekend (2011)	News	8.9
857	Vildspor (1998)	Drama	6.5
858	The Blackout (2013)	Drama, Mystery, Thriller	5.4
859	Frisson des collines (2011)	Drama, Romance	6.7
860	À Beira do Caminho (2012)	Drama	6.9
861	The Time Tunnel (2006)	Action, Adventure, Sci-Fi	7.6
862	My Best Bodyguard (2010)	Action, Adventure	4.3
863	Frog River (2002)	Comedy	7.1
864	American Home 2005 (2005)	Family	NO DATA
865	Farscape (1999)	Adventure, Drama, Sci-Fi	8.3
866	Trapped (2002)	Animation, Comedy, Short	6.1
867	Baby Geniuses (1999)	Comedy, Crime, Family	2.6
868	Sahara (2005)	Adventure	NO DATA
869	The Family Stone (2005)	Comedy, Drama, Romance	6.3
870	Dying Breed (2008)	Crime, Drama	NO DATA
871	Streets of Blood (2009)	Action, Crime, Drama	4.4
872	A Dangerous Man (2010)	Action, Crime, Thriller	5.1
873	Room 6 (2006)	Horror, Mystery, Thriller	4.2
874	Flight of Fury (2007)	Action, Thriller	3.6
875	Klassefesten (2011)	Comedy	5.9
876	Der Totmacher (1995)	Crime, Drama	7.7
877	Scooby-Doo in Where's My Mummy? (2006)	Adventure, Animation, Comedy	6.7
878	Shell (2013)	Short	NO DATA
879	Silent Venom (2009)	Action, Horror, Sci-Fi	3.2
880	Art Heist (2004)	Action, Crime, Thriller	4.3
881	Striking Range (2006)	Action, Thriller	4.1
882	Ba'al (2008)	Drama, Fantasy, Horror	3.7
883	The Playroom (2013)	Short	7.3
884	Thru the Moebius Strip (2005)	Adventure, Animation, Sci-Fi	5.3
885	The Whale (2013)	Drama	6.5
886	Den tatuerade änkan (1998)	Drama	7
887	Farscape Undressed (2001)	Documentary	8.5
888	Kaze no jûtan (2003)	Drama, Family	7
889	Dance Me to My Song (1998)	Drama, Romance	7.2
890	Clash of the Cave Men (2008)	Documentary	7.2
891	"Under the Dome" Love Is a Battlefield (2015)	NO DATA	NO DATA
892	The Future (2015)	Reality-TV	NO DATA
893	Kaze no katami (1996)	NO DATA	NO DATA
894	Muppet Treasure Island (1996)	Action, Adventure, Comedy	6.9
895	Treasure Planet (2002)	Adventure, Animation, Family	7.1
896	Cookie's Fortune (1999)	Comedy, Drama	6.9
897	Alpha and Omega (2010)	Adventure, Animation, Comedy	5.3
898	Jerry Maguire (1996)	Comedy, Drama, Romance	7.3
899	Switchback (1997)	Crime, Mystery, Thriller	6.4
900	Secondhand Lions (2003)	Comedy, Drama, Family	7.6
901	The Assignment (1997)	Action, Crime, Thriller	6.9
902	The Triangle (2005)	Horror, Thriller	4.8
903	Heavy Metal 2000 (2000)	Action, Adventure, Animation	5.4
904	The Haunted World of El Superbeasto (2009)	Action, Animation, Comedy	6
905	Driven to Kill (2009)	Action, Thriller	4.2
906	Halo Legends (2010)	Action, Animation, Sci-Fi	6.7
907	Lassie (2005)	Adventure, Drama, Family	6.7
908	Scooby-Doo and the Cyber Chase (2001)	Action, Adventure, Animation	7
909	Die Nacht der lebenden Loser (2004)	Comedy, Horror	5.7
910	Air Buddies (2006)	Adventure, Comedy, Family	5
911	Dead Meat (2004)	Comedy, Drama, Fantasy	4.2
912	While You Were Sleeping (1995)	Comedy, Drama, Romance	6.7
913	Dead Meat (2005)	Comedy, Drama, Fantasy	4.2
914	Fuga (2006)	Short	NO DATA
915	Scooby-Doo! Music of the Vampire (2011)	Adventure, Animation, Comedy	6.6
916	Salsa (2000)	Music, Romance	4.9
917	Najsul (2009)	NO DATA	NO DATA
918	Misfire (2015)	Drama	NO DATA
919	Cinco Dias, Cinco Noites (1996)	NO DATA	NO DATA
920	Madso's War (2010)	Action, Crime, Drama	3.8
921	Ma mha 4 khaa khrap (2007)	Comedy, Family	6.8
922	Urbania (2001)	Drama	7
923	Game of Your Life (2011)	Action, Comedy, Family	5.8
924	Deck the Halls (2006)	Documentary, Short	4.4
925	Did You Hear About the Morgans? (2009)	Comedy, Drama, Romance	4.8
926	An Unfinished Life (2005)	Drama, Romance	7
927	Boa vs. Python (2004)	Action, Horror, Sci-Fi	2.8
928	On the Set with 'Secondhand Lions' (2004)	Documentary, Short	8.9
929	Vorstadtkrokodile 2 (2010)	Adventure, Family	5.7
930	McHale's Navy (1997)	Comedy, War	7.5
931	Episode 8 (2015)	Comedy, Drama, Romance	NO DATA
932	Gracie's Choice (2004)	Drama	7.7
